ARA 8S,250000
E55 EXS,25000
RUS 14N,25000
11 VEY,25000
81 OOR,25000
FLA 6H,25000
1 LLV,25000
1 GUK,25000
1 LSU,25000
1 RVU,25000
1 FWV,25000
1 GHV,25000
1 TGY,25000
1 OTY,25000
1 FXY,25000
1 PKY,25000
LAM 90S,15000
MRB 16S,15000
LAM 8R,15000
111 PPY,13000
F17 EAM,13000
F18 OSS,13000
HOT 41T,13000
111 OT,13000
AHO 5T,13000
F1 GUV,13000
F1 TES,13000
F1 TOP,13000
61 GSY,13000
61 GN,13000
111 TGY,9000
500 NEW,9000
DOK 51R,9000
NOK 14S,9000
PEP 61E,9000
900 BS,9000
UBA 8E,9000
BET 1M,9000
BOX 6R,9000
E5 TAR,9000
GOK 5S,9000
GUV 5S,9000
50 FHE,9000
UST 4R,9000
4 EDY,9000
5 ASY,9000
5 USS,9000
B25 EXY,8000
100 KXX,7000
350 CLS,7000
500 CLS,7000
C55 HOT,7000
H55 CEO,7000
11 LGY,7000
CLU 8A,7000
FOX 1M,7000
OBA 8Y,7000
2 BEG,7000
5 HTY,7000
6 AFE,7000
6 XTY,7000
H15 MRS,6000
HOT 71P,6000
60 GET,6000
80 VER,6000
91 GEL,6000
JER 4M,6000
ABU 11S,5000
ADM 11T,5000
ADM 11N,5000
AGA 11N,5000
BEE 80P,5000
B16 LOO,5000
B11 GAR,5000
BTR 11M,5000
CAB 91E,5000
CAR 70Y,5000
CEN 50R,5000
DIG 750,5000
DJG 81G,5000
EVO 14D,5000
EVO 50S,5000
FAB 11A,5000
FEE 11N,5000
FER 11T,5000
FES 71V,5000
FOL 10W,5000
GEL 11T,5000
GET 11M,5000
GET 11P,5000
HAB 11T,5000
HOB 11E,5000
HOT 14P,5000
JEF 80Y,5000
JET 14G,5000
JOG 11T,5000
KOB 13Y,5000
LEZ 300,5000
M37 ONY,5000
M41 DON,5000
MEA 11D,5000
MUM 11E,5000
MYD 15H,5000
NED 55S,5000
NEW 80Y,5000
NEW 80X,5000
NUT 11S,5000
OBT 41N,5000
OLD 70M,5000
P16 GOT,5000
PER 11L,5000
PUP 11E,5000
RUS 51S,5000
S61 LLY,5000
SAU 11L,5000
SPN 15H,5000
TEB 11T,5000
T11 MER,5000
ULY 55E,5000
USE 11T,5000
WAX 11N,5000
WRX 70Y,5000
WYD 80Y,5000
XPL 41N,5000
Y44 NKY,5000
10 KES,5000
A1 TAJ,5000
BAY 5S,5000
BMX 1X,5000
C4 NNS,5000
CAK 1R,5000
CHE 8P,5000
CRE 5H,5000
D4 FOE,5000
DRA 6S,5000
EAT 5S,5000
F4 RCE,5000
FAN 5S,5000
FRY 1M,5000
FYX 1T,5000
G1 ASY,5000
G1 UES,5000
GRO 9S,5000
GYN 4S,5000
HEE 1S,5000
HUT 5S,5000
JUG 5S,5000
KRA 1Y,5000
MEF 1T,5000
MES 5S,5000
MYS 1M,5000
NOK 1N,5000
P4 GER,5000
P1 ASM,5000
P4 YGR,5000
PUL 1M,5000
ROX 5S,5000
RUS 9Y,5000
S1 SXX,5000
SKU 8A,5000
SNA 6K,5000
T4 LKY,5000
TEV 1T,5000
UND 1D,5000
UPM 4N,5000
W4 NTS,5000
W4 VED,5000
W1 SPS,5000
X5 FOC,5000
YBA 8E,5000
YOB 5S,5000
4 BOG,5000
